register;country;description;designation;points;price;province;region_1;region_2;taster_name;taster_twitter_handle;title;variety;winery;ajuste_vaiety
59030;Chile    ;Heavy oak, vanilla and lightly herbal black-fruit aromas are savory and border on soupy. In the mouth, this is rich, saturated and jammy. Flavors of maple, chocolate and toast accent fully extracted dark-fruit flavors. Full chewy tannins result in a pounding finish. Drink through 2022.                                          ;Vitrum                                                          ;91;29;Maipo Valley     ;                          ;                 ;Michael Schachner ;@wineschach     ;Viña Chocalan 2013 Vitrum Malbec (Maipo Valley)                                                   ;Malbec                    ;Viña Chocalan                  ;Wine Malbec   
59078;Argentina;Balsam wood, pencil eraser, coconut, anise and blackberry aromas share the bouquet. It feels linear and a touch scratchy, with roasted berry and toasted flavors that steer toward bacon. It feels a little gritty and short on the finish.                                                                                             ;Anta Reserve                                                    ;88;18;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Telteca 2009 Anta Reserve Malbec (Mendoza)                                                        ;Malbec                    ;Telteca                        ;Wine Malbec   
59108;Chile    ;As always, this is among the best Malbecs Chile has to offer. The nose is concentrated and packed with huge aromas of black fruit, vanilla and earthy tobacco. It feels pure and incredibly deep, with beefy berry and toasted plum flavors. The chewy, easy-to-like finish is mellow. Drink now–2017.                                  ;Viu 1                                                           ;92;75;Colchagua Valley ;                          ;                 ;Michael Schachner ;@wineschach     ;Viu Manent 2009 Viu 1 Malbec (Colchagua Valley)                                                   ;Malbec                    ;Viu Manent                     ;Wine Malbec   
59552;Chile    ;Dark and muscular up front, with a bright purple color and grapy, woody aromas, this Malbec is pleasant, albeit clipped on the palate. Short, punchy plum and boysenberry flavors finish with a barrel note or two, but not much more.                                                                                                  ;Reserva                                                         ;87;11;Colchagua Valley ;                          ;                 ;Michael Schachner ;@wineschach     ;Autoritas 2014 Reserva Malbec (Colchagua Valley)                                                  ;Malbec                    ;Autoritas                      ;Wine Malbec   
59662;US       ;Sourced entirely from the Milbrandt vineyards, this shows little in the way of either varietal character or ripeness. There are indications that some of the fruit was raisined, while some was green. A lot of tobacco, vanilla and oak flavors cannot mask the thin finish or herbal tannins.                                         ;                                                                ;85;17;Washington       ;Columbia Valley (WA)      ;Columbia Valley  ;Paul Gregutt      ;@paulgwine      ;Maryhill 2011 Malbec (Columbia Valley (WA))                                                       ;Malbec                    ;Maryhill                       ;Wine Malbec   
59714;US       ;Pure Malbec from one of Washington's best vineyards, this is power personified. Cassis and black cherry fruit is tightly wound around mineral-drenched tannins. There are telltale streaks of earth and stem, a dusting of ground coffee, and other nuances that show the varietal details often missing from domestic Malbec. A fine ef;LVLL Stone Tree Vineyard                                        ;93;36;Washington       ;Wahluke Slope             ;Columbia Valley  ;Paul Gregutt      ;@paulgwine      ;Kontos 2008 LVLL Stone Tree Vineyard Malbec (Wahluke Slope)                                       ;Malbec                    ;Kontos                         ;Wine Malbec   
59910;Argentina;Aromas of ripe blackberry, prune and minerality are upright and intense. The palate is lush, smooth and balanced, while blackberry and cassis lead the flavor assault. A deep, long and delicious finish confirms that this wine offes great value for just over $20.                                                                   ;Golden Reserve                                                  ;92;21;Mendoza Province ;Luján de Cuyo             ;                 ;Michael Schachner ;@wineschach     ;Trivento 2010 Golden Reserve Malbec (Luján de Cuyo)                                               ;Malbec                    ;Trivento                       ;Wine Malbec   
59912;US       ;Coming from a mixture of blocks 17 and 24 at Stone Tree Vineyard, it's a dark, glass-staining wine with notes of plum, crushed blueberries, coffee, tar and spice. The palate is silky soft, textured in feel with concentrated coffee flavors. An exquisite sense of balance carries through to a long, lingering finish.              ;Stone Tree                                                      ;92;40;Washington       ;Wahluke Slope             ;Columbia Valley  ;Sean P. Sullivan  ;@wawinereport   ;Kerloo 2011 Stone Tree Malbec (Wahluke Slope)                                                     ;Malbec                    ;Kerloo                         ;Wine Malbec   
59928;Argentina;Light and earthy, with cedar, moss and mild, well-aged red fruit aromas. It's a solid rendition of older-school red wine. Mature, mellow and baked, with roast plum and mocha. Long and earthy on the finish, and drinking at its most mature and best state now.                                                                       ;Premium                                                         ;89;15;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Aquilina 2006 Premium Malbec (Mendoza)                                                            ;Malbec                    ;Aquilina                       ;Wine Malbec   
59942;Argentina;Smoked meat, rubber, char and leathery darkness are all good aromas for a value-priced Malbec. The palate is adequately deep and lush, and it maintains pulse and verve while delivering robust flavors of black fruits and herbs. Meaty and pretty long on the finish, and very good Malbec for the money.                             ;                                                                ;88;12;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Colores del Sol 2009 Malbec (Mendoza)                                                             ;Malbec                    ;Colores del Sol                ;Wine Malbec   
60054;France   ;Wood and fruit tannins push through strongly in this powerful wine. It has weight and plush fruit texture, and behind the tannins, dark chocolate and licorice flavors. It's dense and concentrated, needing several years, at least 5–6, to shine.                                                                                     ;                                                                ;93;46;Southwest France ;Cahors                    ;                 ;Roger Voss        ;@vossroger      ;Château Lagrézette 2009 Malbec (Cahors)                                                           ;Malbec                    ;Château Lagrézette             ;Wine Malbec   
60086;US       ;This aromatically unusual wine, with notes of cocoa and green herb, seems to show some oxidation. The purple fruit and orange-peel flavors are on the lighter side of medium bodied, pulling up on the finish.                                                                                                                          ;Estate Grown                                                    ;86;30;Washington       ;Columbia Valley (WA)      ;Columbia Valley  ;Sean P. Sullivan  ;@wawinereport   ;Gamache 2012 Estate Grown Malbec (Columbia Valley (WA))                                           ;Malbec                    ;Gamache                        ;Wine Malbec   
60166;Argentina;Thick and concentrated stuff, with aromas of sweet plums and cough syrup. The body is beefy and round, with full but simple plum and blackberry flavors. With color, size and heft, it has much of what Malbec is known for. Problem is, it needs better tuning and precision to rank higher.                                           ;                                                                ;84;13;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Maipe 2007 Malbec (Mendoza)                                                                       ;Malbec                    ;Maipe                          ;Wine Malbec   
60334;Argentina;Toasty, smoky black-fruit aromas come with a fair amount of density and char. This is plush but balanced, with blackberry, blueberry and toasty oak flavors. A solid but quick finish isn't complex but it does confirm the wine's quality. The wine is 85% Malbec with the remainder Bonarda, Syrah and Cabernet Sauvignon.            ;Reserva                                                         ;89;12;Mendoza Province ;Uco Valley                ;                 ;Michael Schachner ;@wineschach     ;Finca El Origen 2012 Reserva Malbec (Uco Valley)                                                  ;Malbec                    ;Finca El Origen                ;Wine Malbec   
60440;Chile    ;Medicinal cherry aromas are a touch herbal and green, but also floral. This red-tinted Malbec is jammy on the palate, with lightly herbal plum and currant flavors. The zesty finish brings a cool-vintage green character into play.                                                                                                   ;Tama Vineyard Selection                                         ;86;16;Cachapoal Valley ;                          ;                 ;Michael Schachner ;@wineschach     ;Anakena 2011 Tama Vineyard Selection Malbec (Cachapoal Valley)                                    ;Malbec                    ;Anakena                        ;Wine Malbec   
60594;US       ;Anise, barrel spice, clove, vanilla and plum scents lead to full-bodied fruit and barrel flavors in this wine. It shows some warmth on the finish, with lingering purple fruit and pepper notes.                                                                                                                                        ;Ravenscliff Vineyard                                            ;88;45;Washington       ;Wahluke Slope             ;Columbia Valley  ;Sean P. Sullivan  ;@wawinereport   ;Milbrandt 2014 Ravenscliff Vineyard Malbec (Wahluke Slope)                                        ;Malbec                    ;Milbrandt                      ;Wine Malbec   
60826;Argentina;Berry and plum aromas are spicy and saucy, with secondary notes of tomato and oregano. Snappy on the palate, this live-wire Malbec is a bit aggressive and acidic. Toasty oak and mint flavors accent fresh red-berry fruit prior to an energetic yet woody finish that's raw feeling but fair.                                         ;Reserve                                                         ;87;18;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Ferllen 2011 Reserve Malbec (Mendoza)                                                             ;Malbec                    ;Ferllen                        ;Wine Malbec   
60890;Argentina;Packed and concentrated, with blueberry, blackberry, bramble and pastry aromas. Initially, it's jumbled and out of joint, with jumpy acids and heavy flavors of blackberry, grilled meat and herbs, while on the finish, the fruit fades quickly, leaving weight, resin and vanilla.                                                    ;Bramare Rebon Vineyard                                          ;89;55;Mendoza Province ;Perdriel                  ;                 ;Michael Schachner ;@wineschach     ;Viña Cobos 2009 Bramare Rebon Vineyard Malbec (Perdriel)                                          ;Malbec                    ;Viña Cobos                     ;Wine Malbec   
61132;US       ;This outstanding Malbec dazzles with scents of tobacco and chocolate, flavors of sour cherry and plum, and impressive concentration and persistence. The flavors gather strength and focus, adding details of lavender and lemon curd, as they roll into a lingering finish.                                                            ;Barrel Select                                                   ;91;27;Oregon           ;Umpqua Valley             ;Southern Oregon  ;Paul Gregutt      ;@paulgwine      ;Abacela 2013 Barrel Select Malbec (Umpqua Valley)                                                 ;Malbec                    ;Abacela                        ;Wine Malbec   
61242;US       ;Juicy in red raspberry and cherry, this soft Malbec is satisfying on many fronts, with a touch of savory sourness on the finish.                                                                                                                                                                                                        ;Limited Release Row 91                                          ;85;38;California       ;Contra Costa County       ;Central Coast    ;Virginie Boone    ;@vboone         ;Hannah Nicole Vineyards 2010 Limited Release Row 91 Malbec (Contra Costa County)                  ;Malbec                    ;Hannah Nicole Vineyards        ;Wine Malbec   
61352;Argentina;Scratchy, raw, spicy aromas of saucy fruit and spearmint lead to a palate with minty green, herb and plum flavors. This is herbal tasting on the finish, which is creamy and jammy in feel.                                                                                                                                             ;Santa Irene Made With Organic Grapes                            ;83;10;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;VinEcol 2012 Santa Irene Made With Organic Grapes Malbec (Mendoza)                                ;Malbec                    ;VinEcol                        ;Wine Malbec   
61368;Argentina;A wall of raw, herbal, minty aromas feeds into a jammy feeling palate. Reduced boysenberry flavors are herbal and green, while the finish is quite green and almost grassy in flavor.                                                                                                                                                   ;Urban Uco                                                       ;82;12;Mendoza Province ;Uco Valley                ;                 ;Michael Schachner ;@wineschach     ;O. Fournier 2012 Urban Uco Malbec (Uco Valley)                                                    ;Malbec                    ;O. Fournier                    ;Wine Malbec   
61502;Argentina;Bold, aggressive aromas of shoe polish, grainy oak, campfire and heat lead to a grabby, wide palate with sweet flavors of candied fruit and marshmallow. There's a lot of superficiality here, particular oak, but there's also legitimate Malbec fruit and character that make it worthwhile.                                          ;Estate                                                          ;85;16;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Doña Paula 2008 Estate Malbec (Mendoza)                                                           ;Malbec                    ;Doña Paula                     ;Wine Malbec   
61548;Argentina;Minty, herbal and slightly grassy on the nose, and of course there's berry fruit to boot. The palate has normal feel and balance, with regular red fruit flavors from the currant and cherry family. Lengthy on the finish, but overall it's as basic as they come.                                                                     ;                                                                ;84;10;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Vila 2008 Malbec (Mendoza)                                                                        ;Malbec                    ;Vila                           ;Wine Malbec   
61742;France   ;This is one of several wines from this producer that are created to give lie to the tannic Malbec. This is soft, ripe and full of the young fruitiness that demands to be drunk now.                                                                                                                                                    ;Les Comtes de Cahors                                            ;85;12;Southwest France ;Cahors                    ;                 ;Roger Voss        ;@vossroger      ;Georges Vigouroux 2015 Les Comtes de Cahors Malbec (Cahors)                                       ;Malbec                    ;Georges Vigouroux              ;Wine Malbec   
61814;Argentina;Eight years down the line and this Malbec shows the flaws caused by a harvest marred by freezes. This smells like a mix of green bean and jammy boysenberry. The palate feels saturated but soupy, with outsize acidity. Green-herb flavors mix with baked plum and blueberry, while the finish feels sticky, tannic and heavy.         ;Don Antonio Grand Reserva                                       ;85;35;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Antonio Gonzalez 2008 Don Antonio Grand Reserva Malbec (Mendoza)                                  ;Malbec                    ;Antonio Gonzalez               ;Wine Malbec   
61912;Argentina;"Aromas of mocha, rubber, smoky leather and berry fruit indicate good things to come, but in the mouth this wine fails to deliver equal to its price and the previous successes of Trapiche's single-vineyard Malbec project. Scouring acidity is the main culprit; the wine seems clipped, tartaric and angular, thus it's all superfici";Viña Domingo F. Sarmiento Single Vineyard                       ;86;50;Mendoza Province ;La Consulta               ;                 ;Michael Schachner ;@wineschach     ;Trapiche 2007 Viña Domingo F. Sarmiento Single Vineyard Malbec (La Consulta)                      ;Malbec                    ;Trapiche                       ;Wine Malbec   
62034;Chile    ;This Maule Malbec opens with pinched, herbal aromas of cherry and berry mixed with leather. The palate is fresh and zesty, almost to the point of being lean and scouring, with red plum, raspberry, cherry and a touch of vanilla. A quick finish that's tangy is the final act.                                                       ;La Porfia Gran Reserve                                          ;86;20;Maule Valley     ;                          ;                 ;Michael Schachner ;@wineschach     ;Botalcura 2010 La Porfia Gran Reserve Malbec (Maule Valley)                                       ;Malbec                    ;Botalcura                      ;Wine Malbec   
62220;Argentina;Leathery plum and berry aromas are foresty but also reedy, spicy and a touch green. This Malbec is full and grabby in feel, with woodsy, spicy flavors that are modest in berry fruit character but definitively spicy, dry and medicinal.                                                                                              ;Roble Clásico                                                   ;87;17;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Viejo Isaias 2013 Roble Clásico Malbec (Mendoza)                                                  ;Malbec                    ;Viejo Isaias                   ;Wine Malbec   
62228;Argentina;Stalky, rustic aromas of plum and animal hide lead to a round, solid palate with plum, cherry, herb and spice flavors that are simple as a whole. A lasting but largely fruitless finish is more oaky than anything.                                                                                                                    ;Año Cero                                                        ;87;19;Mendoza Province ;La Consulta               ;                 ;Michael Schachner ;@wineschach     ;Altocedro 2013 Año Cero Malbec (La Consulta)                                                      ;Malbec                    ;Altocedro                      ;Wine Malbec   
62426;Argentina;Blackberry, cassis and floral aromas are the lead actors on a musky nose. This ripe Malbec feels thick and syrupy, while rich flavors of blackberry, cassis, chocolate and mocha finish smooth but shy. For such a big wine, this is light on tannic bite. Drink through 2021.                                                          ;Black Tears                                                     ;92;65;Mendoza Province ;Uco Valley                ;                 ;Michael Schachner ;@wineschach     ;Tapiz 2013 Black Tears Malbec (Uco Valley)                                                        ;Malbec                    ;Tapiz                          ;Wine Malbec   
62476;Argentina;Dark and minty smelling, this bears hints of blackberry, perfume and violet. It feels good and not too forceful, with regular Malbec flavors of dark fruit, red plum and spice. The finish is firm and slightly medicinal.                                                                                                              ;Colección                                                       ;86;11;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Gardel 2011 Colección Malbec (Mendoza)                                                            ;Malbec                    ;Gardel                         ;Wine Malbec   
62594;Argentina;Light scratchy aromas of spiced plum and raspberry set up a racy lean palate that nobody would label as heavy. Quick simple flavors of red plum and red currant finish tangy but mild.                                                                                                                                                  ;                                                                ;86;12;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Ocaso 2014 Malbec (Mendoza)                                                                       ;Malbec                    ;Ocaso                          ;Wine Malbec   
62716;Argentina;Mossy, foresty aromas are rugged and settle into blackberry. An intense, pushy palate is woody in feel, with hot, minty, oaky black-fruit flavors that improve with airing. Heat and toasty notes rise up on the finish of this bold Mendoza Malbec, a first from San Pedro (Chile).                                                    ;Epica                                                           ;87;11;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;San Pedro 2013 Epica Malbec (Mendoza)                                                             ;Malbec                    ;San Pedro                      ;Wine Malbec   
62722;Argentina;Leathery, exotic aromas of blueberry and spice are not too oaky or generic. This is compact and tannic in the mouth, with structure. Flavors of spicy blueberry and pepper darken up on the finish, which is ripe and full but also hot in feel.                                                                                        ;                                                                ;87;10;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Fingerprints 2010 Malbec (Mendoza)                                                                ;Malbec                    ;Fingerprints                   ;Wine Malbec   
62922;Argentina;Concha y Toro's Argentinean branch makes this heavyweight wine, which goes heavy on the oak, toast and horseradish. It's opaque in color, with monster tannins backing plum and blackberry fruit. Finishes hot, peppery and short, but with a lot of texture.                                                                           ;Golden Reserve                                                  ;87;20;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Trivento 2002 Golden Reserve Malbec (Mendoza)                                                     ;Malbec                    ;Trivento                       ;Wine Malbec   
62948;Argentina;Baked berry, coffee, molasses and horse hide are the aromas on this tight, rugged Malbec that shows a clipped, choppy mouthfeel in front of lightly herbal berry flavors. This is grabby and firm on the finish, without much cushion. Pour this with grilled meats and it will show best.                                              ;Reserva                                                         ;88;22;Other            ;Patagonia                 ;                 ;Michael Schachner ;@wineschach     ;Denario 2009 Reserva Malbec (Patagonia)                                                           ;Malbec                    ;Denario                        ;Wine Malbec   
62978;Argentina;Lemon peel, wet clay, sandalwood and nutmeg aromas are inviting. In the mouth, it's tight and tannic, but lively, with leather and roasted berry flavors. Finishes firm, tight and a bit clipped and choppy. A reflection of 2008's tough conditions.                                                                                   ;Piedra Negra                                                    ;88;40;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;François Lurton 2008 Piedra Negra Malbec (Mendoza)                                                ;Malbec                    ;François Lurton                ;Wine Malbec   
62986;Argentina;Sweet and easygoing from the start, with candied berry and floral aromas. The palate sits at maximum ripeness, meaning it's sweet and soft but still holds its balance. Flavors of baked berry and brown sugar are generous and smooth, while the finish is mellow and lush.                                                            ;Punto Final                                                     ;88;12;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Bodega Renacer 2010 Punto Final Malbec (Mendoza)                                                  ;Malbec                    ;Bodega Renacer                 ;Wine Malbec   
63000;Argentina;Opens with a blast of milk chocolate, raisin and sawdust before settling on black fruit and pepper. Shows good concentration and feel in front of prune, blackberry, licorice and burnt toast flavors. Has good pulse and vibrancy, but it's a bit choppy and oaky.                                                                     ;Golden Reserve                                                  ;88;21;Mendoza Province ;Luján de Cuyo             ;                 ;Michael Schachner ;@wineschach     ;Trivento 2008 Golden Reserve Malbec (Luján de Cuyo)                                               ;Malbec                    ;Trivento                       ;Wine Malbec   
63212;France   ;The top cuvée from Mas del Périé, this is a concentrated wine, with new wood and black fruit notes. It's packed with intense tannins, spice from the wood aging and a great depth of flavor. This is an impressive wine that will need to age for at least 5–6 years.                                                                   ;La Pièce                                                        ;93;85;Southwest France ;Cahors                    ;                 ;Roger Voss        ;@vossroger      ;Mas del Périé 2009 La Pièce Malbec (Cahors)                                                       ;Malbec                    ;Mas del Périé                  ;Wine Malbec   
63222;Argentina;Gorgeous balsam wood and graphite aromas blend seamlessly with ripe berry and black coffee scents. It feels lively yet cushioned, tasting like a wicked brew of maple, tobacco, berry pie and fine wood shavings. This is smooth, long and comfortable on the tobacco- and resin-flavored finish. Drink now–2018.                       ;Finca Suarez Lastra Single Vineyard                             ;93;50;Mendoza Province ;La Consulta               ;                 ;Michael Schachner ;@wineschach     ;Trapiche 2009 Finca Suarez Lastra Single Vineyard Malbec (La Consulta)                            ;Malbec                    ;Trapiche                       ;Wine Malbec   
63390;US       ;Though not labeled as such, this is single vineyard Malbec all coming from Canyon Ranch Vineyard with varietal notes of plum and black pepper. Aged in one-quarter new American and French oak, barrel spices play off the elegant fruit flavors that largely paint around the edges.                                                   ;Reserve                                                         ;87;23;Washington       ;Columbia Valley (WA)      ;Columbia Valley  ;Sean P. Sullivan  ;@wawinereport   ;Waterbrook 2010 Reserve Malbec (Columbia Valley (WA))                                             ;Malbec                    ;Waterbrook                     ;Wine Malbec   
63548;France   ;"This wine is all about juicy blackberry and delicious ripe black plums. It is structured, with dry tannins in the background, but up front is fruity, bold and with a lightly smoky, perfumed aftertaste. It is almost ready to drink; just wait until late 2016.                                                                       ";Prieuré de Cénac                                                ;90;25;Southwest France ;Cahors                    ;                 ;Roger Voss        ;@vossroger      ;Château Saint-Didier-Parnac 2014 Prieuré de Cénac Malbec (Cahors)                                 ;Malbec                    ;Château Saint-Didier-Parnac    ;Wine Malbec   
63600;Argentina;Stewy foresty aromas of dark berry fruits are rustic and show a hint of graphite. This is severe on the palate, with hard pinching tannins. Stalky, salty flavors of roasted black plum and blackberry finish similarly, with tannic bite.                                                                                              ;Signature Series                                                ;86;20;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Kirkland Signature 2011 Signature Series Malbec (Mendoza)                                         ;Malbec                    ;Kirkland Signature             ;Wine Malbec   
63790;Argentina;Floral, young and jumpy smelling, with gumball aromas that leave you with the impression that the wine's clarity, balance and purity may be tenuous. The palate is raw but fresh, with simple but snappy wild berry flavors. Not a lot of structure or depth here.                                                                      ;                                                                ;83;9;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Tupun 2006 Malbec (Mendoza)                                                                       ;Malbec                    ;Tupun                          ;Wine Malbec   
63822;US       ;Deep color, firm tannins and a fine-grained texture set this wine apart. It smells fresh and sophisticated, with bright cranberry and rich black-cherry notes shaded by cinnamon and nutmeg. This should stand up to the richest rack of lamb and age well, too. It's tempting to drink now, but should improve through at least 2018.  ;                                                                ;92;24;California       ;Red Hills Lake County     ;                 ;Jim Gordon        ;@gordone_cellars;Chacewater 2012 Malbec (Red Hills Lake County)                                                    ;Malbec                    ;Chacewater                     ;Wine Malbec   
63936;Argentina;Opens with tarry, cooked aromas but with airing, oak and ripe, earthy berry notes squeak out. The palate is chewy and solid, with extract and tannic grab as well as smoky, sultry flavors of roasted black fruits and bouillon. Meaty and satisfying.                                                                                  ;                                                                ;88;12;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Altos Las Hormigas 2009 Malbec (Mendoza)                                                          ;Malbec                    ;Altos Las Hormigas             ;Wine Malbec   
64334;US       ;There's considerable earthiness to the nose of this Malbec, grown in Zin-heavy Rockpile. Soft and wrapped in cinnamon spice, its sizable tannins are offset by just enough acidity to keep the wine mouthwatering and mellowed.                                                                                                         ;                                                                ;91;42;California       ;Rockpile                  ;Sonoma           ;Virginie Boone    ;@vboone         ;Keating 2011 Malbec (Rockpile)                                                                    ;Malbec                    ;Keating                        ;Wine Malbec   
64338;US       ;As with all Beresan reds, this tilts sharply in the direction of dark fruits, earthy tannins, and streaks of iron and herb. The plum and berry flavors are framed in sappy acids, and the purity of the single-varietal wine is impressive. It's a fine alternative to Cabernet with that thick steak.                                  ;                                                                ;91;29;Oregon           ;Walla Walla Valley (OR)   ;Oregon Other     ;Paul Gregutt      ;@paulgwine      ;Beresan 2009 Malbec (Walla Walla Valley (OR))                                                     ;Malbec                    ;Beresan                        ;Wine Malbec   
64450;US       ;Cocoa, coffee, spice and dark fruit aromas are followed by smooth fruit flavors. The barrel influence is primary but this still brings plenty of enjoyment, with good balance and depth of flavor.                                                                                                                                      ;Spice Cabinet Vineyard                                          ;90;28;Washington       ;Horse Heaven Hills        ;Columbia Valley  ;Sean P. Sullivan  ;@wawinereport   ;Mercer 2012 Spice Cabinet Vineyard Malbec (Horse Heaven Hills)                                    ;Malbec                    ;Mercer                         ;Wine Malbec   
64634;Argentina;Early sulfur and rotten-egg aromas are none too attractive, but in the mouth the wine is better. While sweet as sin, the soft, lush palate is a chocolate-lover's dream, and the finish is like mocha ice cream. Low acidity makes the structure sort of weak, but drink it now and that may not matter.                                ;                                                                ;84;13;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Alberti 154 2008 Malbec (Mendoza)                                                                 ;Malbec                    ;Alberti 154                    ;Wine Malbec   
64724;Argentina;Punchy red fruit aromas and plum notes give this Malbec energy up front. A ripe, round palate feels good and right. Spicy plum flavors with an herbal note finish woody, salty and with rubbery, lively tannins. Drink through 2019.                                                                                                    ;Reserve                                                         ;89;20;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Proemio 2013 Reserve Malbec (Mendoza)                                                             ;Malbec                    ;Proemio                        ;Wine Malbec   
64862;Argentina;The nose is deep and dense, delivering pure blackberry and blueberry aromas along with toast and herb notes. It feels balanced and pure as a cloudless night, with controlled blackberry, spice and chocolate flavors. Strong on the finish, with bitter notes of chocolate and espresso, and narrow tannins.                           ;Golden Reserve                                                  ;91;21;Mendoza Province ;Luján de Cuyo             ;                 ;Michael Schachner ;@wineschach     ;Trivento 2009 Golden Reserve Malbec (Luján de Cuyo)                                               ;Malbec                    ;Trivento                       ;Wine Malbec   
64970;Argentina;Light cherry and raspberry aromas come in front of a grabby rubbery palate. This tastes like salty plum, with little variation of that theme. A solid finish tastes exactly like what came before.                                                                                                                                      ;Altas Cumbres                                                   ;85;13;Mendoza Province ;Luján de Cuyo             ;                 ;Michael Schachner ;@wineschach     ;Lagarde 2014 Altas Cumbres Malbec (Luján de Cuyo)                                                 ;Malbec                    ;Lagarde                        ;Wine Malbec   
65150;Argentina;Jammy, stewy berry aromas are accented by brick dust and sweet oak that smells like plastic. Saturated, jammy and clumsy in feel, this tastes of baked, peppery black fruits and oak. Finishing notes of chocolate, herbs and licorice are chunky and a touch hot.                                                                      ;                                                                ;85;19;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Mas 2015 Malbec (Mendoza)                                                                         ;Malbec                    ;Mas                            ;Wine Malbec   
65152;France   ;This lush wine leads with rich aromas of vanilla-infused blackberry, raspberry preserves and plum sauce. The medium-weight palate is plush and velvety in texture, with supple blackberry and plum flavors that carry through to the medium-length finish.                                                                              ;Bin 168                                                         ;85;10;France Other     ;Vin de France             ;                 ;Lauren Buzzeo     ;@laurbuzz       ;Kiwi Cuvée 2015 Bin 168 Malbec (Vin de France)                                                    ;Malbec                    ;Kiwi Cuvée                     ;Wine Malbec   
65172;Argentina;Moderately stalky aromas of tomato and horsey plum lead to berry and plum flavors that are herbal and stalky, much like the nose. A roasted, stalky character is maintained on the finish.                                                                                                                                              ;                                                                ;85;12;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Bodini 2015 Malbec (Mendoza)                                                                      ;Malbec                    ;Bodini                         ;Wine Malbec   
65220;Argentina;Get prepared for another star wine from this Patagonian winery. Fresh berry, graphite, cola and toasty aromas lead to a big and smooth palate with supercharged black fruit, herb, toast and mocha flavors. It's spicy, dry, balanced and not the least bit out of shape. No matter how you cut it, this is an excellent Argentine Malbe;                                                                ;93;130;Other            ;Río Negro Valley          ;                 ;Michael Schachner ;@wineschach     ;Bodega Noemía de Patagonia 2010 Malbec (Río Negro Valley)                                         ;Malbec                    ;Bodega Noemía de Patagonia     ;Wine Malbec   
65424;US       ;Pure Malbec, estate-grown, this has a slightly green edge around tart, light red fruit. Sour cherry and dried herb components interplay, with some bitterness in the finish.                                                                                                                                                            ;Estate                                                          ;86;22;Washington       ;Yakima Valley             ;Columbia Valley  ;Paul Gregutt      ;@paulgwine      ;AntoLin Cellars 2010 Estate Malbec (Yakima Valley)                                                ;Malbec                    ;AntoLin Cellars                ;Wine Malbec   
65554;Argentina;Gaseous, rubbery aromas are a fair introduction to an edgy, bouncy type of Malbec. Cherry and plum flavors finish candied and also a little spicy. There's also some heat to this jumpy style of wine.                                                                                                                                  ;Estate                                                          ;85;24;Mendoza Province ;Valle de Uco              ;                 ;Michael Schachner ;@wineschach     ;Finca La Luz 2013 Estate Malbec (Valle de Uco)                                                    ;Malbec                    ;Finca La Luz                   ;Wine Malbec   
65760;Argentina;Lush black-fruit and marzipan aromas show notes of tobacco, cedar and leather. This is a ripe, layered Malbec with serious depth and balance as well. Intense currant and berry flavors are spicy and finish with muscular framework and length. Drink through 2019.                                                                    ;                                                                ;92;50;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Bodega Cuarto Dominio 2010 Malbec (Mendoza)                                                       ;Malbec                    ;Bodega Cuarto Dominio          ;Wine Malbec   
